Title,Identifier,Creators,Supervisors,Lang,Subjects,SubjectsVDP,Date,Institute,FacultyShort,FacultyLong,InstituteShort,InstituteLong,MasterProg,LangNorm
En analyse av læreres spørsmål og responser under helklassesamtaler i matematikk på ungdomstrinnet,https://hdl.handle.net/10642/8711,"Hallert, Lene-Marie","Gray, William James Andrew|Solomon, Yvette",nb,Matematikk|Helklassesamtaler|Læring|Undervisning|Lærere|Elever|Ungdomstrinnet|Spørsmål|Respons,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Differentiated Instruction in the English Classroom: Teachers´ and pupils´ understanding and practice of differentiated instruction and its implementation in the English classroom,https://hdl.handle.net/10642/9166,"Majcic, Jasmina","Tsagari, Dina",en,Differentiated instruction|EFL|English language|Foreign languages|English instruction|Tilpasset opplæring|Engelskundervisning|Opplæringsloven,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,eng
"Leirskuleveka - Ei kvalitativ undersøking om kva elevane gjer der, og kva relevans ei slik veke har for elevane",https://hdl.handle.net/10642/6232,"Aakre, Iver Lund","Løndal, Knut|Winje, Øystein",nn,Leirskole|Pedagogiske muligheter|Utvikling,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"Politisk deltakelse i demokrati: En analyse av lærebøkene i samfunnskunnskap for ungdomstrinnet utgitt av Aschehoug, Cappelen Damm og Gyldendal for M87, L97 og LK06",https://hdl.handle.net/11250/2755702,"Muggerud, Marius",,nb,Lærebøker|Samfunnskunnskap|Ungdomsskole|Demokrati|Politisk deltakelse,,2016,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
«Nei! Isbjørnen lever fortsatt!» En kvalitativ studie om kritisk tenkning gjennom bruk av bildebøker,https://hdl.handle.net/11250/2789408,"Hermundstad, Gyda","Stranden, Tone Louise|Andersson-Bakken, Emilia",nb,Kritisk tenkning|Multimodaliteter|Bildebøker|Høytlesing|Interaktiv lesing|Litterære samtaler|Begynneropplæring|Critical thinking|Multimodalities|Picture books|Read-alouds|Interactive reading|Literary conversations|Early years,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Intervjustudie av lærere på ungdomstrinnet. Med Indre Motivasjon som Mål,https://hdl.handle.net/10642/6756,"Sandberg, Kimberley Quilario","Michelet, Simon|Eri, Thomas",nb,Motivasjon|prestasjonspress|Mestring|Resultatforventning,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"""Man får liksom dobbel hjerne"". En kvalitativ studie av hvordan fire læringspar benytter samskriving som et verktøy i arbeidet med en argumenterende tekst.",https://hdl.handle.net/10642/9133,"Johansen, Ida-Kristin Kåsa","Øgreid, Anne Kristine",nb,Argumentasjon|Samskriving|Kritisk tenkning|Demokratisk danning|Fagfornyelser,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
«Kva tenkjer du om det?» - Om to lærarar sin bruk av spørsmål og kommunikasjonsmønster i naturfagundervisning i niandeklasse,https://hdl.handle.net/11250/2789087,"Stavheim, Ragnhild","Jensen, Inger Kristine",nn,Klassesamtaler|Spørsmål|Lærarspørsmål|Kommunikative tilnærminger|Kommunikasjonsmønstre|IRE-mønstre|IRF-mønstre|Naturfagundervisning|Classroom discourses|Questioning|Teacher questioning|Communicative approaches|Discourse patterns|Science education,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Demokrati og medborgerskap i norsk og dansk læreplan - En kvalitativ innholdsanalyse av demokratisyn og medborgeridealer,https://hdl.handle.net/11250/2799926,"Kramviken, Frid","Kjøstvedt, Anders Granås",nb,Demokratisk medborgerskap|Læreplananalyser|Demokratisyn|Medborgeridealer|Fagfornyelser|Fælles mål,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Læreres bruk av tilpasset opplæring i musikkundervisningen,https://hdl.handle.net/10642/9186,"Isene, Jenny Kristine Lille","Fredriksen, Bendik",nb,Tilpasset opplæring|Differensiering|Inkludering|Musikkundervisning|Nivådifferensiering|Elevforutsetninger,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Innsats som vurderingsgrunnlag i kroppsøving: En kvalitativ forskning om kroppsøvinglæreres meninger om og erfaringer med innsats som vurderingsgrunnlag i kroppsøving,https://hdl.handle.net/11250/2789036,"Naas, Nils Martin Silseth","Løndal, Knut",nb,Innsatser|Vurderingsgrunnlag|Kroppsøving|Vurderinger|Meninger|Erfaringer|Kroppsøvingslærere,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Unge medborgere og elevrådsarbeid i skolen  - En casebasert forskningsstudie om elevråd og medborgerskap,https://hdl.handle.net/11250/2758996,"Reinli, Tobias Guldhaug|Jøsok, Evy","Æsøy, Knut Ove",nb,Elevråd|Medborgerskap|Demokrati|Motivasjon,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hva en aktørorientert stedstilnærming kan tilføre samfunnsfaget i grunnskolen - En drøfting med utgangspunkt i en gruppe ungdomsskoleelevers stedsbilder av Tøyen.,https://hdl.handle.net/10642/6238,"Sandnes, Espen","Eie, Siv|Aas, Per Anders",nb,Stedsbilder|Samfunnsgeografi|Samfunnsfag|Geografi,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"«Tallene går opp og ned, og jeg forstår ikke hva som skjer» : hvordan matematikkangst påvirker identifiseringer og posisjoneringer i den matematiske livsverden",https://hdl.handle.net/10642/1662,"Try, Stine","Kleve, Bodil",nb,Matematikk|Angst|Skoler|Elever|Læring,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283|VDP::Matematikk og Naturvitenskap: 400::Matematikk: 410,2013,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hva er et likeverdig alternativ? En studie av osloskolenes håndtering av fritak fra skolegudstjenester sett opp mot regjeringens veileder,https://hdl.handle.net/10642/9140,"Engebretsen, Audun","Brekke, Øystein",nb,KRLE|Likeverdige alternativer|Skolegudstjenester|Veiledere|Veiledninger|KRLE-subject|Equal alternatives|School worship services|National guidelines,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
22. juli: et bidrag til demokratiopplæringen mot voldelig ekstremisme,https://hdl.handle.net/11250/2789091,"Nguyen, Anne","Ferrer, Marlen",nb,22. juli|Ekstremisme|Radikalisering|Forebygging|Samfunnsfagdidaktikk|Demokratimandater|Undervisning,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Nynorsk som sidemål på barnetrinnet - En kritisk diskursanalyse av nynorsk som sidemål i tre læreplaner i norsk,https://hdl.handle.net/11250/2799829,"Øvergaard, Ida Marie Wold","Gedde-Dahl, Trine|Lundberg, Pål",nb,Nynorsk|Sidemål|Læreplaner|Kritiske diskursanalyser|L97|LK06|LK20|Læreplanverk|Kunnskapsløft,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"Jenter skal jo ikke se ut som en Barbie: En kvalitativ studie om kropp, kroppsideal og kroppspress blant jenter i 9. klasse",https://hdl.handle.net/10642/8730,"Jonassen, Gunnhild Sæbø","Standal, Øyvind Førland",nb,Kroppspress|Kroppsideal|Kropp|Garderobekultur|Sosiale medier|Folkehelse|Livsmestring|Mestring|Fenomenologi|Jenter|Ungdomsskolen,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hvilke begrunnelser har barneskolelærere for bruk av uteskole i undervisningen? En kvalitativ studie om uteskole,https://hdl.handle.net/11250/2759375,"Kopperud, Cecilie Maack","Birch, Jens",nb,"Uteskoler|Dewey, John|Vygotskij, Lev|Erfaringer|Praktiske aktiviteter|Læring|LK06|Fagfornyelser",,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Jenter og fotball: Hvordan gjør jenter kjønn på fotballbanen?,https://hdl.handle.net/10642/2347,"Skyrudsmoen, Silje Marina","Walseth, Kristin",nb,Fotball|Kjønnsstereotypier|Kvinnefotball,VDP::Samfunnsvitenskap: 200::Sosiologi: 220|VDP::Samfunnsvitenskap: 200::Kvinne- og kjønnsstudier: 370,2014,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
En studie av hvordan arbeid med en interessekonflikt kan fremme forståelse av bærekraftig utvikling på mellomtrinnet,https://hdl.handle.net/10642/8718,"Gundersen, Patrick Hammer","Storhaug, Marit|Wetlesen, Annika",nb,Bærekraftig utvikling|Interessekonflikter|Utdanning|Mellomtrinn,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Ungdom og kritisk refleksjon relatert til kroppsidealer som fremstilles på Instagram: Et tverrfaglig gruppearbeid i tiende klasse.,https://hdl.handle.net/10642/6242,"Ramsfjell, Ida Brastad","Engebretsen, Berit|Walseth, Kristin",nb,Ungdom|Kroppsideal|Kroppsøving|Livsmestring|Instagram,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hva kan Talentsenteret i Oslo bidra med? – En evaluering av undervisningen og det sosiale miljøet,https://hdl.handle.net/10642/6309,"Kværnum, Hilde","Lindstrøm, Christine|Ramton, Aase Marit Sørum",nb,Talesentre|Realfag|Evalueringsverktøy,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Learning strategies in EFL: teacher perspectives and insights from the 2020 curriculum for English,https://hdl.handle.net/11250/2789034,"Hammershaug, Vilde Smeby","Schipor, Delia",en,Strategies|Self-regulating|LK20|Læreplan Kunnskapsløftet 2020|EFL|English language|Foreign languages,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,eng
Konkurranse i kroppsøving: En kvalitativ studie om lærere på ungdomstrinnet og videregående skole sine holdninger til konkurranse.,https://hdl.handle.net/10642/8696,"Nordeide, Even Dugstad","Standal, Øyvind Førland (hovedveileder)|Hordvik, Mats Melvold (biveileder)",nb,Konkurranse|Kroppsøving|Lærer|Fagdidaktikk,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Dannelse blant kroppsøvingslærerstudenter - En tversnittstudie av kroppsøvingslærerstudenters dannelse.,https://hdl.handle.net/10642/6753,"Holten, Henrik","Esser-Noethlichs, Marc|Birch, Jens",nb,Dannelse|Kroppsøving,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"«... vil du bli lærer skal du også lære matematikkvansker, det er ikke noe sånn bare for de som er interessert ...» En kvalitativ studie av undervisning i matematikk – tre læreres erfaringer med fokus på elever i matematikkvansker",https://hdl.handle.net/11250/2789277,"Smidt, Karoline","Sundar, Paul Robert",nb,Elevforutsetninger|Læringsforutsetninger|Matematikkvansker|Tilpasset undervisning|Pedagogisk systemarbeid,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Etter terroren kom til Norge – 22. juli i klasserommet,https://hdl.handle.net/10642/6265,"Hafslund, Janne","Ferrer, Marlen",nb,22. juli|Terror|Undervisning|Samfunnsfag,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Dybdelæring og videobruk - En casestudie om hvordan videoer kombinert med læringsaktiviteter kan fremme ungdomsskoleelevers dybdelæring i naturfag,https://hdl.handle.net/11250/2789622,"Ytreland, Marte","Aalbergsjø, Siv Gundrosen",nb,Naturfagdidaktikk|Naturfagundervisning|Dybdelæring|Fagfornyelser|Videobruk|Læringsvideoer|YouTube,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Eksplisitt begrepsundervisning i naturfag,https://hdl.handle.net/10642/8710,"Hestholm, Anders","Pajchel, Katarina (hovedveileder)|Lindstrøm, Christine (biveileder)",nb,Begrepsutvikling|Begrepsundervisning|Systemforståelse|Systembegrepet|Grunnskolen|Naturfag,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"Hva kjennetegner ungdommens kroppsideal, og hvilken betydning mener ungdom at sosiale medier, venner og kroppsøvingsfaget har i for synet på kroppsideal?",https://hdl.handle.net/10642/6234,"Wathne, Marius","Walseth, Kristin|Kvikstad, Ingvild",nb,Kroppsideal|Sosiale medier|Kroppsøving,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Nyutdanna lærarars oppleving av rettleiing som ei støtte mot profesjonell utvikling,https://hdl.handle.net/10642/9171,"Hjelle, Rebekka","Ulleberg, Inger",nn,Rettleiing|Profesjonel utvikling|Vegsøkarar|Rettleiarar,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Identitet og mestringsforventning hos IOP elever i matematikk,https://hdl.handle.net/10642/9135,"Halvorsen, Simen Motrøen","Kleve, Bodil",nb,Individuelle opplæringsplaner|Spesialundervisning|Mestringsforventninger|Identiteter|Interesser|Instrumentelle forståelser|Tankesett|Matematikk|Matematikkdidaktikk|Identities|Self-efficacy|Individual subject curriculums,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hvilket læringsutbytte rapporterer femteklasseelever og deres lærer å oppnå av prosessorientert skriving i norskfaget?,https://hdl.handle.net/10642/9189,"Bremnes, Mette","Lundberg, Pål",nb,Samskriving|Tilbakemeldinger|Prosessorientert skriving|Medstudentresponser,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Algebraisk tenkning på småtrinnet,https://hdl.handle.net/10642/8707,"Fjelltveit, Vera","Smestad, Bjørn (hovedveileder)|Hatlevik, Ove (biveileder)|Ånestad, Gerd (biveileder)",nb,Algebraisk tenkning|Begynneropplæring|Matematikk|Utforskende tilnærming,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hva skal jenter med realfag? - En kvalitativ studie av jenters syn på naturfagets relevans,https://hdl.handle.net/10642/6755,"Rokstad, Kristin","Jensen, Inger Kristine|Aksland, Charlotte",nb,Naturfag|jenter|Motivasjon,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Det er gjerne et fokus på om ting er rett eller galt i matematikk: En kasusstudie av kommunikasjonen i matematikkundervisningen,https://hdl.handle.net/10642/8705,"Beigi, Camilla","Kleve, Bodil|Hovik, Ellen",nb,Matematikkundervisning|Kommunikasjon|Muntlige ferdigheter|Tradisjonell undervisning|Undersøkende virksomhet|Læring|Elever|Lærere,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
«Man må jo ha noe håndfast å vise til også» - En kvalitativ studie av fire læreres erfaringer og synspunkter på kartlegging og vurdering av innføringselever,https://hdl.handle.net/11250/2759262,"Håland, Nora Hinojosa","Stokke, Ruth Seierstad|Palm, Kirsten",nb,Kartlegging|Testing|Vurdering|Andrespråkslæring|Innføringsklasser|Assessments|Evaluations|Testing|Second language learning|Introductory classes,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
En kvalitativ studie av tyrkiske mødres erfaringer med skole-hjem samarbeid,https://hdl.handle.net/10642/6391,"Makbule, Kaya","Steinsvik, Brit",nb,Skoler|Hjem|Tyrkiske mødre|Samarbeid,VDP::Samfunnsvitenskap: 200::Sosiologi: 220|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
«Norsk muntlig eller muntlighet i norsk? En kritisk analyse av hva lærere og elever vektlegger i utformingen av vurderingskriterier»,https://hdl.handle.net/10642/3387,"Tjønn, Henrik","Vederhus, Inger",nb,medvirkning|ungddomsskole|elever|elevmedvirkning|elevprestasjon,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242|VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2016,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Spørsmål og kritisk tenkning i naturfagundervisningen,https://hdl.handle.net/11250/2759009,"Merli, Hanne","Aksland, Charlotte|Aalbergsjø, Siv Gundrosen",nb,Naturfag|Naturfagundervisning|Spørsmål|Kritisk tenkning|Fagfornyelser|Science|Science education|Questions|Critical thinking|Core curriculum,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
En kvalitativ analyse av hvordan matematikklærere kan gi elever mulighet til å utvikle konseptuell forståelse i matematikk,https://hdl.handle.net/11250/2789634,"Henriksen, Anders","Hovik, Ellen Konstanse",nb,Matematiske forståelser|Konseptuelle forståelser|Konsepter|Strev|Læringsmuligheter|Læreevner|Mathematical understandings|Conceptual understandings|Concepts|Struggles|Opportunities|Learning capabilities,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hvordan oppfatter kroppsøvingslærere at konkurranse kan påvirke elevers faglige og sosiale utvikling i kroppsøving? En kvalitativ studie av konkurranse i videregående skole,https://hdl.handle.net/11250/2789403,"Winters, Markus","Birch, Jens",nb,Konkurranser|Kroppsøving|Idrettsaktiviteter|Læringsmiljøer|Mestring|Motivasjoner|Samarbeid|Inkludering|Læringsutbytter|Competitions|Physical education|Sports activities|Learning environments|Mastery|Motivations|Cooperation|Inclusion|Learning outcomes,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Læreres fornyede demokratimandat,https://hdl.handle.net/10642/8697,"Zieba, Malin","Storhaug, Marit|Jøsok, Evy",nb,Demokratiopplæring|Mandat|Demokrati|Fagfornyelse|Medborgerskap,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Gutters mytiske verden – en studie av identitet og lesemotstand,https://hdl.handle.net/11250/2759374,"Onstad, Morten Rygh","Skarstein, Dag",nb,Litteratur|Lesing|Identiteter|Myter|Gutter|Affiniteter|Norskfag|Narrative enheter|Film|Spill|Literature|Reading|Identities|Myths|Affinities|The L1 subject|Narrative units|Films|Video games,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"Utdanning for bærekraftig utvikling – hvordan underviser samfunnsfaglærere på ungdomstrinnet om bærekraftig utvikling, og hvordan tror de fagfornyelsen vil påvirke deres undervisning om tema?",https://hdl.handle.net/11250/2759324,"Bucher, Mari","Ferrer, Marlen",nb,Bærekraftig utvikling|Utdanning|Samfunnsfag|Handlingskompetanser|Kritisk tenkning|Fagfornyelser,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Utdanning for bærekraftig utvikling i norsk skole - En todelt kvantitativ undersøkelse om ungdomsskoleelever og deres naturfaglærere,https://hdl.handle.net/10642/2755,"Wolla, Irene Aasen","Jensen, Inger Kristine",nb,Utdanning for bærekraftig utvikling|Ungdomsskolen|Ungdommer|Holdninger|FNs utdanningstiår for bærekraftig utvikling,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2015,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Utvikling av lærende profesjonsfellesskap i barneskolen: Et aksjonsforskningsprosjekt med fokus på dybdelæring i begynneropplæringen,https://hdl.handle.net/11250/2799834,"Theiste, Monika van Pelt","Eri, Thomas",nb,Aksjonsforskning|Aktivitetsteorier|Profesjonsutvikling,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Et kritisk blikk på respekt som målsetting i KRLE-faget,https://hdl.handle.net/10642/8721,"Smette, Victoria","Tømmerås, Heidi Hansen|Brekke, Øystein",nb,Respekt|Holdninger|KRLE-faget|Respektbegrepet|Ungdomsskoleelever,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Samfunnsfag – et fag av mange fag,https://hdl.handle.net/10642/8695,"Melnes, Silje","Storhaug, Marit|Jøsok, Evy",nb,Fagintegrasjon|Samfunnsfag|Lærerperspektiv|Elevperspektiv|Kunnskapsløftet|Lærebøker|Grunnopplæring|Historie|Geografi|Samfunnskunnskap,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Å motivere til leselyst ved hjelp av den utfordrende bildeboka Morkels alfabet,https://hdl.handle.net/11250/2789349,"Ferkingstad, Hilde Bauge","Ommundsen, Åse Marie",nb,Lesemotivasjon|Bildebøker|Shared picturebook reading|Morkels alfabet|Inkluderende undervisning,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
